Non-optimal chan   73 proposed ABAD0002 at cool       1 iteration      87
Non-optimal chan   29 proposed ABAD0002 at cool       1 iteration      88
Non-optimal chan   73 proposed ABAD0002 at cool       1 iteration      88
Non-optimal chan    1 proposed ABAD0002 at cool       1 iteration      88
Non-optimal chan   73 proposed ABAD0002 at cool       1 iteration      89
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration      89
Non-optimal chan   40 proposed ABAD0002 at cool       1 iteration      89
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration      89
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration      90
Non-optimal chan   13 proposed ABAD0002 at cool       1 iteration      90
Non-optimal chan   11 proposed ABAD0002 at cool       1 iteration      90
Non-optimal chan   73 proposed ABAD0002 at cool       1 iteration      91
Non-optimal chan   77 proposed ABAD0002 at cool       1 iteration      91
Non-optimal chan   40 proposed ABAD0002 at cool       1 iteration      91
Non-optimal chan    5 proposed ABAD0002 at cool       1 iteration      92
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      92
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration      92
Non-optimal chan   80 proposed ABAD0002 at cool       1 iteration      93
Non-optimal chan   70 proposed ABAD0002 at cool       1 iteration      93
Non-optimal chan   11 proposed ABAD0002 at cool       1 iteration      93
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      93
Non-optimal chan    5 proposed ABAD0002 at cool       1 iteration      94
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      94
Non-optimal chan   83 proposed ABAD0002 at cool       1 iteration      94
Non-optimal chan   77 proposed ABAD0002 at cool       1 iteration      94
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      95
Non-optimal chan   61 proposed ABAD0002 at cool       1 iteration      95
Non-optimal chan    1 proposed ABAD0002 at cool       1 iteration      95
Non-optimal chan  101 proposed ABAD0002 at cool       1 iteration      95
Non-optimal chan   43 proposed ABAD0002 at cool       1 iteration      96
Non-optimal chan   32 proposed ABAD0002 at cool       1 iteration      96
Non-optimal chan   61 proposed ABAD0002 at cool       1 iteration      96
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      96
Non-optimal chan   25 proposed ABAD0002 at cool       1 iteration      97
Non-optimal chan   49 proposed ABAD0002 at cool       1 iteration      97
Non-optimal chan   77 proposed ABAD0002 at cool       1 iteration      97
Non-optimal chan    5 proposed ABAD0002 at cool       1 iteration      98
Non-optimal chan  109 proposed ABAD0002 at cool       1 iteration      98
Non-optimal chan   64 proposed ABAD0002 at cool       1 iteration      98
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration      99
Non-optimal chan   59 proposed ABAD0002 at cool       1 iteration      99
Non-optimal chan   80 proposed ABAD0002 at cool       1 iteration     100
Non-optimal chan   22 proposed ABAD0002 at cool       1 iteration     100
Non-optimal chan    8 proposed ABAD0002 at cool       1 iteration     100
Non-optimal chan   64 proposed ABAD0002 at cool       2 iteration       2
Non-optimal chan   91 proposed ABAD0002 at cool       2 iteration       2
Non-optimal chan    8 proposed ABAD0002 at cool       2 iteration       2
Non-optimal chan   85 proposed ABAD0002 at cool       2 iteration       3
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration       3
Non-optimal chan   77 proposed ABAD0002 at cool       2 iteration       3
Non-optimal chan   83 proposed ABAD0002 at cool       2 iteration       4
Non-optimal chan   56 proposed ABAD0002 at cool       2 iteration       4
Non-optimal chan   13 proposed ABAD0002 at cool       2 iteration       4
Non-optimal chan   59 proposed ABAD0002 at cool       2 iteration       6
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration       6
Non-optimal chan    1 proposed ABAD0002 at cool       2 iteration       6
Non-optimal chan   73 proposed ABAD0002 at cool       2 iteration       6
Non-optimal chan   67 proposed ABAD0002 at cool       2 iteration       8
Non-optimal chan   80 proposed ABAD0002 at cool       2 iteration       8
Non-optimal chan   88 proposed ABAD0002 at cool       2 iteration       8
Non-optimal chan   46 proposed ABAD0002 at cool       2 iteration      10
Non-optimal chan   97 proposed ABAD0002 at cool       2 iteration      10
Non-optimal chan   88 proposed ABAD0002 at cool       2 iteration      10
Non-optimal chan   37 proposed ABAD0002 at cool       2 iteration      10
Non-optimal chan   59 proposed ABAD0002 at cool       2 iteration      10
