-122.58254434087, 44.6307237765875, 1276.1
-122.580828554333, 44.6466888784624, 1251.74
-122.593306645306, 44.6349961277935, 1219.48
-122.583195128897, 44.4825406479178, 1188.23
-122.581812354211, 44.4899610473808, 1148.39
-122.590684610242, 44.6532098355662, 1123.58
-122.601668552848, 44.6424165272565, 1122.98
-122.599883339032, 44.629149752459, 1120.36
-122.605739420974, 44.6316232189467, 1121.05
-122.586813085274, 44.4973814468438, 1095.56
-122.59501834455, 44.6192558865084, 1086.44
-122.59004245634, 44.49086048974, 1043.42
-122.610126336836, 44.6482629025909, 1029.4
-122.607457200968, 44.6311734977671, 1111.89
-122.620006763476, 44.6316232189467, 966.999
-122.583323969109, 44.4825406479179, 1188.9
-122.594879880281, 44.5050267068966, 957.647
-122.601556342359, 44.5025532404089, 945.637
-122.607610513897, 44.5081747551536, 920.759
-122.609131778995, 44.5016537980497, 907.902
-122.603359214415, 44.5117725245902, 895.348
-122.617449867692, 44.5133465487187, 889.645
-122.625026204402, 44.5117725245902, 883.489
-122.615997922698, 44.5059261492557, 882.556
-122.619903388264, 44.4998549133315, 861.365
-122.621586844554, 44.5342585835689, 853.688
-122.623361182447, 44.5207669481816, 851.877
-122.62737322034, 44.5007543556906, 825.748
-122.60328645375, 44.482315787328, 824.713
-122.582307974922, 44.6741218704165, 811.035
-122.644988160709, 44.5632655996514, 804.486
-122.593240188701, 44.6041902269927, 786.955
-122.592548817947, 44.7375325567364, 784.85
-122.63252581899, 44.4964820044846, 786.247
-122.609955731521, 44.4699484548898, 783.108
-122.580860761997, 44.8333231679857, 784.722
-122.628137095097, 44.5308856747221, 777.357
-122.588925110161, 44.8317491438572, 774.505
-122.638329608057, 44.5081747551536, 767.044
-122.638474888435, 44.5574192243169, 765.199
-122.585033770974, 44.6801931063407, 761.197
-122.592431367012, 44.6732224280573, 760.874
-122.625791384034, 44.668275495082, 759.547
-122.580753143595, 44.8524363181176, 759.398
-122.60915131583, 44.4800671814302, 802.133
-122.60247566202, 44.5266133235161, 755.403
-122.596660306313, 44.8357966344734, 752.194
-122.591805502587, 44.8641290687865, 741.857
-122.604275032937, 44.8342226103449, 738.664
-122.589994190422, 44.8542352028359, 738.713
-122.642322292999, 44.6482629025909, 738.461
-122.589089803087, 44.8317491438572, 774.505
-122.610823978761, 44.8366960768325, 719.942
-122.635162348984, 44.6023913422744, 717.957
-122.645792025883, 44.6183564441493, 718.57
-122.638419439375, 44.621729352996, 713.713
-122.583416281273, 44.5933969186829, 710.829
-122.602462748735, 44.7357336720181, 705.279
-122.638360658202, 44.5524722913416, 709.665
-122.58161960678, 44.4575811224515, 699.287
-122.625008410023, 44.4668004066327, 697.339
-122.644105043609, 44.5266133235161, 694.335
-122.621824002796, 44.830849701498, 693.696
-122.622441810512, 44.4766942725834, 679.528
-122.635966599018, 44.4724219213774, 681.154
-122.61400458141, 44.6759207551347, 674.462
-122.65326173423, 44.5025532404089, 673.025
-122.590885369803, 44.6842405969569, 660.278
-122.588164627989, 44.8483888275014, 661.507
-122.625776258576, 44.5441524495195, 654.818
-122.62294172998, 44.4823157873281, 722.093
-122.630782785459, 44.830849701498, 657.626
-122.649202945946, 44.6541092779254, 649.087
-122.582668170254, 44.7332602055304, 643.474
-122.625722210411, 44.668275495082, 759.03
-122.638261107019, 44.6574821867722, 642.573
-122.638333688663, 44.557419224317, 765.932
-122.653327105495, 44.5749583503203, 639.701
-122.6666810641, 44.5616915755229, 649.31
-122.632540240461, 44.6734472886471, 636.209
-122.635701906741, 44.4809666237893, 634.733
-122.608219840655, 44.7323607631713, 635.261
-122.620814630298, 44.8234293020351, 633.795
-122.627592763403, 44.5508982672131, 629.766
-122.606681897833, 44.8609810205295, 631.131
-122.634301850915, 44.8450159186547, 629.087
-122.59256274234, 44.6916609964198, 627.473
-122.661518139355, 44.6457894361033, 625.211
-122.635007402133, 44.4856886961749, 623.781
-122.638181829367, 44.675695894545, 622.994
-122.636692520136, 44.5423535648012, 618.083
-122.635900267851, 44.8209558355474, 618.259
-122.612484967951, 44.8499628516299, 615.231
-122.660140724408, 44.5616915755229, 617.602
-122.645759442434, 44.6781693610326, 611.948
-122.602390125364, 44.542578425391, 612.102
-122.605121091697, 44.5475253583663, 612.848
-122.653287743297, 44.4960322833051, 608.395
-122.649125115027, 44.5333591412097, 603.751
-122.589126250913, 44.5540463154701, 602.831
-122.624276582681, 44.8490634092708, 602.19
-122.640680329306, 44.8366960768325, 597.262
-122.591602487925, 44.7458523985585, 599.485
-122.579265788682, 44.727413830196, 595.984
-122.597406651313, 44.4598297283494, 593.977
-122.884866191081, 44.4332961787545, 592.254
-122.657317453373, 44.49086048974, 592.253
-122.660016177344, 44.4467878141417, 592.943
-122.634188923937, 44.8517617363482, 591.271
-122.670111531928, 44.6538844173356, 588.197
-122.899170787801, 44.4234023128038, 595.01
-122.651627196333, 44.8407435674487, 586.705
-122.658369803482, 44.6325226613058, 584.883
-122.612481645984, 44.5441524495195, 582.798
-122.64848747115, 44.6849151787262, 581.652
-122.613333246295, 44.5542711760599, 580.373
-122.670112661937, 44.4425154629357, 582.012
-122.650156657695, 44.8357966344734, 580.82
-122.629130955793, 44.8166834843415, 578.995
-122.604892043234, 44.4566816800923, 577.599
-122.585098048512, 44.6799682457508, 760.632
-122.602556416989, 44.5551706184191, 571.21
-122.652621895568, 44.8524363181176, 571.707
-122.659233765701, 44.5299862323629, 573.499
-122.621701086541, 44.8567086693236, 574.413
-122.644753247213, 44.8265773502921, 569.786
-122.597624582934, 44.8225298596759, 571.567
